Respondent_ID,Age,Gender,Education_Level,Employment_Status,Marital_Status,Household_Income,Region,Owns_Home,Has_Children,Internet_Usage_Hours,Political_Affiliation
1781,31,Male,Bachelor's,Retired,Divorced,60225,Central,Yes,Yes,7,Other
1782,54,Male,High School,Employed,Married,107638,West,Yes,Yes,3,Conservative
1783,51,Male,High School,Retired,Divorced,54828,North,Yes,No,4,Conservative
1784,28,Male,Bachelor's,Retired,Widowed,56102,Central,Yes,Yes,0,Conservative
1785,58,Female,High School,Retired,Single,131391,South,Yes,Yes,2,Other
1786,20,Female,High School,Student,Widowed,76342,South,No,No,1,Conservative
1787,45,Female,Bachelor's,Unemployed,Married,53712,South,Yes,No,11,Other
1788,46,Male,Master's,Student,Married,46823,North,No,Yes,1,Liberal
1789,26,Female,Bachelor's,Employed,Widowed,25361,East,No,No,0,Independent
1790,20,Male,Bachelor's,Student,Divorced,111374,North,No,No,5,Liberal
1791,42,Male,Bachelor's,Student,Married,100174,North,Yes,No,7,Independent
1792,51,Female,Bachelor's,Student,Married,58052,North,Yes,No,2,Other
1793,29,Male,PhD,Student,Widowed,43265,South,No,No,0,Liberal
1794,59,Male,High School,Retired,Divorced,110287,East,No,No,9,Independent
1795,26,Female,Bachelor's,Unemployed,Widowed,62012,North,No,Yes,1,Independent
1796,32,Male,Master's,Employed,Widowed,30916,East,No,No,2,Liberal
1797,57,Female,Master's,Employed,Divorced,145462,West,No,Yes,5,Liberal
1798,42,Male,High School,Employed,Divorced,95045,North,Yes,Yes,2,Other
1799,22,Female,High School,Student,Single,65532,North,No,No,8,Independent
1800,28,Male,Master's,Employed,Widowed,116638,North,No,Yes,11,Other
1801,51,Male,High School,Retired,Divorced,67659,West,Yes,No,0,Other
1802,41,Female,Master's,Unemployed,Married,109860,West,Yes,No,6,Conservative
1803,32,Male,Master's,Student,Single,34003,South,No,Yes,9,Other
1804,55,Male,Master's,Student,Widowed,113479,Central,Yes,Yes,7,Independent
1805,25,Male,High School,Retired,Divorced,62634,East,No,No,8,Conservative
1806,22,Male,Master's,Employed,Single,118637,Central,Yes,No,7,Other
1807,65,Male,Bachelor's,Student,Single,115479,North,No,No,4,Other
1808,43,Male,Master's,Student,Married,94992,North,No,Yes,0,Independent
1809,35,Female,High School,Retired,Single,31369,South,No,No,0,Conservative
1810,23,Male,High School,Retired,Widowed,39329,Central,Yes,Yes,7,Liberal
1811,54,Female,Bachelor's,Employed,Divorced,98754,North,Yes,Yes,6,Liberal
1812,65,Male,High School,Unemployed,Single,106700,Central,Yes,Yes,4,Conservative
1813,30,Male,Bachelor's,Unemployed,Single,122960,South,Yes,Yes,9,Conservative
1814,45,Female,PhD,Employed,Widowed,32410,Central,No,No,2,Conservative
1815,22,Male,Bachelor's,Unemployed,Married,49730,East,Yes,No,8,Conservative
1816,30,Other,Master's,Retired,Married,22665,South,No,No,3,Liberal
1817,34,Male,High School,Retired,Divorced,59899,Central,Yes,No,5,Other
1818,67,Female,High School,Retired,Widowed,57703,North,Yes,Yes,10,Independent
1819,57,Female,High School,Unemployed,Married,85951,West,No,No,3,Liberal
1820,62,Female,Bachelor's,Unemployed,Divorced,119011,West,Yes,Yes,8,Independent
1821,49,Female,PhD,Student,Divorced,44172,South,No,No,3,Liberal
1822,46,Female,High School,Student,Married,22684,West,Yes,Yes,7,Conservative
1823,68,Male,Bachelor's,Student,Widowed,93030,East,No,Yes,10,Liberal
1824,20,Male,Bachelor's,Unemployed,Single,39750,South,Yes,Yes,11,Liberal
1825,57,Female,PhD,Student,Married,39887,North,Yes,No,11,Conservative
1826,51,Male,High School,Retired,Single,40826,North,Yes,No,2,Other
1827,57,Male,High School,Unemployed,Single,26180,South,No,No,7,Conservative
1828,44,Female,High School,Employed,Widowed,66779,West,Yes,Yes,10,Other
1829,30,Male,Bachelor's,Unemployed,Widowed,88095,West,Yes,No,2,Liberal
1830,62,Female,High School,Student,Divorced,82288,North,No,Yes,10,Liberal
1831,50,Female,Master's,Unemployed,Widowed,60905,East,Yes,No,4,Independent
1832,23,Female,Bachelor's,Student,Divorced,89507,West,No,Yes,0,Independent
1833,41,Female,Bachelor's,Student,Married,147510,East,Yes,Yes,5,Liberal
1834,36,Male,Bachelor's,Employed,Single,121261,West,Yes,No,10,Independent
1835,33,Male,High School,Employed,Widowed,76068,South,Yes,No,1,Other
1836,57,Male,Bachelor's,Retired,Married,38113,Central,Yes,No,11,Conservative
1837,45,Male,PhD,Student,Divorced,62861,North,Yes,Yes,2,Liberal
1838,50,Female,Master's,Unemployed,Widowed,98487,South,Yes,No,10,Liberal
1839,65,Female,Master's,Employed,Single,45617,West,No,Yes,0,Independent
1840,58,Male,Master's,Employed,Married,118330,North,Yes,Yes,10,Liberal
1841,30,Male,High School,Student,Widowed,22583,Central,Yes,No,5,Liberal
1842,60,Other,High School,Unemployed,Widowed,111164,Central,Yes,No,4,Other
1843,62,Male,High School,Employed,Married,46250,West,Yes,No,9,Other
1844,42,Female,Bachelor's,Employed,Divorced,23055,North,Yes,Yes,1,Conservative
1845,59,Male,High School,Unemployed,Divorced,92337,West,No,No,10,Liberal
1846,53,Female,Bachelor's,Employed,Widowed,54426,Central,No,No,7,Independent
1847,44,Female,Bachelor's,Unemployed,Divorced,147615,South,Yes,No,8,Conservative
1848,55,Female,Master's,Student,Divorced,122255,South,Yes,Yes,2,Independent
1849,24,Female,Master's,Employed,Married,80532,East,Yes,No,11,Liberal
1850,22,Male,PhD,Student,Divorced,125603,Central,Yes,No,5,Independent
1851,60,Male,High School,Unemployed,Divorced,109376,Central,Yes,Yes,5,Independent
1852,62,Female,High School,Student,Married,29933,West,Yes,No,9,Conservative
1853,68,Male,Bachelor's,Student,Widowed,51979,East,No,Yes,5,Liberal
1854,48,Female,High School,Student,Widowed,65047,East,Yes,No,7,Conservative
1855,40,Female,High School,Retired,Married,24137,North,No,No,11,Liberal
1856,59,Female,Bachelor's,Unemployed,Single,31423,West,Yes,Yes,4,Other
1857,27,Female,High School,Unemployed,Married,109851,South,No,No,9,Conservative
1858,49,Female,Bachelor's,Unemployed,Single,54482,North,Yes,Yes,9,Liberal
1859,60,Female,Bachelor's,Unemployed,Divorced,64156,East,No,No,7,Other
1860,47,Male,Bachelor's,Unemployed,Widowed,72483,South,No,No,11,Other
1861,56,Male,Bachelor's,Employed,Single,121651,Central,No,Yes,2,Other
1862,48,Male,Bachelor's,Employed,Single,149236,West,Yes,Yes,6,Conservative
1863,35,Female,High School,Employed,Divorced,54754,East,Yes,No,0,Other
1864,53,Male,High School,Student,Widowed,56312,Central,Yes,No,3,Liberal
1865,19,Female,Bachelor's,Student,Divorced,43363,East,Yes,Yes,4,Conservative
1866,31,Male,Master's,Unemployed,Widowed,37085,South,Yes,Yes,6,Independent
1867,30,Female,Master's,Retired,Widowed,76889,North,Yes,Yes,5,Other
1868,46,Male,Bachelor's,Unemployed,Divorced,127950,South,Yes,Yes,5,Conservative
1869,29,Female,High School,Employed,Single,122090,West,Yes,No,1,Independent
1870,56,Female,Bachelor's,Unemployed,Married,99951,West,Yes,Yes,10,Conservative
1871,19,Male,Bachelor's,Student,Widowed,149978,East,Yes,No,1,Other
1872,49,Male,Bachelor's,Unemployed,Widowed,148227,South,Yes,Yes,1,Other
1873,30,Female,Bachelor's,Employed,Married,149925,North,Yes,Yes,9,Independent
1874,63,Female,Bachelor's,Unemployed,Married,76414,West,No,Yes,11,Liberal
1875,44,Male,Bachelor's,Student,Divorced,137159,North,Yes,No,7,Other
1876,66,Other,Master's,Retired,Widowed,67052,Central,No,Yes,6,Independent
1877,58,Female,High School,Employed,Divorced,106934,East,Yes,No,0,Other
1878,34,Female,Master's,Unemployed,Married,52691,North,No,Yes,8,Liberal
1879,57,Male,High School,Student,Divorced,92195,East,Yes,Yes,10,Independent
1880,48,Male,High School,Employed,Widowed,106180,Central,No,Yes,10,Liberal
1881,51,Female,PhD,Employed,Single,74697,North,Yes,Yes,7,Other
1882,41,Female,PhD,Student,Single,23044,North,No,No,8,Independent
1883,62,Female,High School,Unemployed,Widowed,23883,Central,Yes,No,3,Conservative
1884,52,Male,Bachelor's,Unemployed,Divorced,51712,South,No,Yes,4,Liberal
1885,65,Male,High School,Unemployed,Married,104860,North,Yes,No,10,Other
1886,23,Male,Bachelor's,Employed,Married,133655,North,No,No,4,Other
1887,36,Male,Master's,Retired,Single,41545,West,No,No,10,Liberal
1888,47,Male,PhD,Employed,Divorced,38204,South,No,Yes,8,Independent
1889,24,Male,Bachelor's,Unemployed,Married,43268,North,No,Yes,7,Conservative
1890,27,Other,Bachelor's,Employed,Married,101298,Central,Yes,No,9,Other
1891,58,Male,Bachelor's,Retired,Widowed,137490,East,Yes,Yes,5,Liberal
1892,49,Female,Bachelor's,Employed,Divorced,113907,Central,No,No,10,Liberal
1893,51,Female,PhD,Student,Divorced,104383,South,Yes,No,9,Conservative
1894,45,Female,Master's,Unemployed,Married,56139,West,No,Yes,10,Conservative
1895,32,Male,Bachelor's,Unemployed,Divorced,141910,West,Yes,No,9,Other
1896,47,Female,Bachelor's,Unemployed,Divorced,126831,West,Yes,No,0,Conservative
1897,54,Female,High School,Employed,Divorced,95652,Central,Yes,No,6,Liberal
1898,46,Female,High School,Employed,Widowed,139664,East,Yes,No,8,Independent
1899,39,Female,Master's,Employed,Married,115661,East,No,No,11,Independent
1900,21,Other,Bachelor's,Unemployed,Single,139755,North,Yes,Yes,3,Liberal
1901,37,Female,Bachelor's,Employed,Divorced,116940,East,Yes,No,3,Liberal
1902,49,Male,Bachelor's,Unemployed,Married,48436,East,No,Yes,4,Liberal
1903,53,Female,Master's,Employed,Single,142189,North,Yes,Yes,7,Other
1904,67,Male,High School,Unemployed,Widowed,88324,Central,No,Yes,10,Liberal
1905,21,Female,Master's,Student,Married,117685,Central,Yes,No,4,Conservative
1906,44,Male,Master's,Employed,Widowed,24125,South,No,Yes,3,Liberal
1907,34,Male,PhD,Unemployed,Married,89142,Central,Yes,No,7,Liberal
1908,29,Female,Bachelor's,Student,Widowed,136228,West,Yes,No,10,Other
1909,39,Female,High School,Student,Married,61534,West,Yes,Yes,4,Liberal
1910,34,Male,Bachelor's,Retired,Widowed,118524,South,Yes,Yes,7,Conservative
1911,27,Male,Bachelor's,Employed,Single,106842,East,No,Yes,0,Conservative
1912,18,Female,High School,Unemployed,Married,62973,South,Yes,Yes,2,Conservative
1913,39,Male,Bachelor's,Retired,Single,96369,North,No,Yes,6,Liberal
1914,43,Female,Bachelor's,Employed,Divorced,107533,South,Yes,Yes,11,Other
1915,35,Male,Master's,Student,Single,53521,South,Yes,No,0,Other
1916,67,Female,High School,Employed,Married,115484,West,Yes,No,10,Other
1917,31,Female,Bachelor's,Unemployed,Single,132179,North,Yes,No,4,Conservative
1918,64,Male,Master's,Student,Married,27488,North,Yes,Yes,5,Other
1919,46,Male,Master's,Retired,Widowed,59974,South,Yes,Yes,11,Liberal
1920,29,Male,Master's,Employed,Divorced,143900,North,No,No,0,Liberal
1921,53,Female,Master's,Employed,Single,62448,North,Yes,No,6,Independent
1922,52,Female,PhD,Retired,Divorced,27938,Central,Yes,Yes,8,Conservative
1923,69,Female,Bachelor's,Employed,Single,71113,North,Yes,Yes,8,Independent
1924,29,Male,Bachelor's,Employed,Married,124262,East,No,No,2,Independent
1925,24,Male,High School,Employed,Single,35770,North,Yes,Yes,3,Conservative
1926,46,Male,High School,Student,Divorced,72635,West,No,Yes,0,Conservative
1927,28,Male,High School,Student,Single,92171,Central,Yes,Yes,3,Independent
1928,50,Female,High School,Unemployed,Divorced,94165,West,Yes,No,4,Liberal
1929,23,Female,High School,Employed,Divorced,77822,West,Yes,No,6,Independent
1930,64,Female,High School,Unemployed,Married,69934,East,Yes,Yes,4,Conservative
1931,32,Male,High School,Student,Widowed,85526,Central,No,Yes,7,Liberal
1932,49,Female,PhD,Employed,Widowed,117204,South,Yes,Yes,6,Independent
1933,68,Female,High School,Unemployed,Single,41487,North,Yes,Yes,0,Independent
1934,28,Female,Master's,Employed,Divorced,73319,East,Yes,Yes,11,Independent
1935,40,Female,High School,Employed,Married,32869,East,Yes,Yes,1,Conservative
1936,43,Male,PhD,Retired,Widowed,134907,South,No,Yes,6,Independent
1937,51,Male,Master's,Unemployed,Married,94755,East,No,No,2,Conservative
1938,63,Female,Bachelor's,Student,Married,60797,South,Yes,No,1,Liberal
1939,51,Male,Bachelor's,Unemployed,Divorced,76298,South,Yes,No,10,Other
1940,46,Male,High School,Unemployed,Single,134576,South,No,No,11,Liberal
1941,21,Female,PhD,Unemployed,Divorced,102209,East,Yes,No,8,Independent
1942,34,Female,Master's,Retired,Widowed,102299,South,No,No,11,Conservative
1943,52,Female,Master's,Employed,Widowed,64933,East,Yes,Yes,9,Independent
1944,30,Male,Bachelor's,Student,Married,96579,Central,Yes,Yes,7,Liberal
1945,58,Male,Bachelor's,Retired,Divorced,29570,South,No,No,7,Other
1946,56,Female,Master's,Student,Divorced,26886,East,Yes,No,2,Other
1947,32,Other,High School,Retired,Married,87494,East,No,No,10,Conservative
1948,46,Female,Bachelor's,Employed,Single,63087,East,Yes,No,9,Liberal
1949,46,Female,High School,Student,Married,110177,North,No,Yes,8,Liberal
1950,28,Female,PhD,Unemployed,Married,87719,North,Yes,Yes,7,Conservative
1951,69,Female,High School,Retired,Widowed,114606,South,Yes,Yes,11,Conservative
1952,49,Male,High School,Student,Divorced,23774,Central,No,No,1,Conservative
1953,19,Female,Bachelor's,Employed,Widowed,49018,South,Yes,No,6,Independent
1954,64,Female,Master's,Student,Married,105839,West,No,Yes,7,Independent
1955,31,Female,Bachelor's,Retired,Divorced,34272,West,No,No,11,Conservative
1956,37,Female,High School,Employed,Married,42586,Central,No,No,6,Conservative
1957,39,Female,High School,Unemployed,Married,53545,Central,No,Yes,8,Other
1958,28,Male,Master's,Retired,Single,22566,Central,No,No,6,Other
1959,44,Female,PhD,Retired,Widowed,128399,North,Yes,No,11,Independent
1960,20,Male,Master's,Employed,Widowed,96489,North,No,Yes,6,Other
1961,34,Female,Bachelor's,Retired,Married,85355,West,Yes,Yes,0,Conservative
1962,61,Male,PhD,Student,Single,51696,Central,No,Yes,1,Liberal
1963,45,Male,Bachelor's,Unemployed,Married,92940,East,Yes,Yes,4,Conservative
1964,46,Male,Bachelor's,Student,Married,146731,West,Yes,Yes,10,Other
1965,38,Female,Bachelor's,Employed,Married,118382,Central,Yes,Yes,0,Independent
1966,64,Male,Bachelor's,Retired,Single,87117,East,No,No,11,Conservative
1967,33,Male,Master's,Unemployed,Divorced,99602,Central,Yes,No,9,Conservative
1968,54,Female,Bachelor's,Employed,Single,60735,South,Yes,No,6,Other
1969,37,Male,Bachelor's,Student,Married,93375,East,Yes,No,4,Liberal
1970,23,Female,High School,Retired,Divorced,120466,South,Yes,No,4,Conservative
1971,36,Female,High School,Retired,Married,143865,North,Yes,No,7,Independent
1972,22,Female,Bachelor's,Employed,Single,70637,West,Yes,Yes,8,Independent
1973,20,Male,High School,Student,Single,42129,Central,No,Yes,9,Liberal
1974,18,Female,High School,Retired,Divorced,50845,West,Yes,Yes,0,Other
1975,55,Male,Bachelor's,Student,Single,99449,Central,No,No,9,Liberal
1976,32,Male,Bachelor's,Unemployed,Married,137308,South,Yes,No,3,Independent
1977,51,Male,Master's,Retired,Divorced,86500,East,Yes,No,10,Conservative
1978,52,Female,Bachelor's,Unemployed,Widowed,30739,East,Yes,No,1,Independent
1979,66,Male,Master's,Retired,Married,78172,Central,No,No,8,Liberal
1980,42,Female,PhD,Employed,Widowed,146053,South,Yes,No,8,Independent
1981,41,Female,Master's,Retired,Divorced,22673,Central,Yes,No,0,Other
1982,29,Female,Bachelor's,Retired,Divorced,123597,Central,No,No,2,Liberal
1983,35,Male,Bachelor's,Student,Married,51171,Central,Yes,No,9,Independent
1984,32,Other,PhD,Student,Single,109179,East,Yes,No,7,Conservative
1985,61,Female,High School,Unemployed,Married,120022,Central,No,Yes,1,Conservative
1986,33,Female,High School,Unemployed,Single,30624,East,No,Yes,1,Liberal
1987,44,Male,Bachelor's,Unemployed,Single,86764,North,No,Yes,1,Conservative
1988,25,Female,High School,Retired,Married,128906,South,No,Yes,4,Liberal
1989,63,Male,PhD,Retired,Divorced,72930,North,Yes,No,8,Conservative
1990,42,Male,Bachelor's,Unemployed,Married,54608,Central,No,Yes,6,Independent
1991,34,Male,Bachelor's,Employed,Widowed,69649,East,Yes,Yes,6,Conservative
1992,46,Female,Bachelor's,Employed,Divorced,102456,South,Yes,Yes,1,Independent
1993,25,Male,Bachelor's,Retired,Single,39689,West,Yes,Yes,1,Liberal
1994,32,Male,High School,Employed,Divorced,83503,South,No,No,4,Conservative
1995,44,Female,Bachelor's,Employed,Married,92660,South,No,Yes,11,Other
1996,63,Female,Master's,Unemployed,Divorced,62124,Central,Yes,No,6,Other
1997,67,Male,Bachelor's,Employed,Single,136659,North,Yes,Yes,6,Other
1998,69,Female,Master's,Employed,Single,116875,North,Yes,No,8,Conservative
1999,24,Male,High School,Retired,Divorced,27587,West,No,No,2,Independent
2000,20,Male,High School,Retired,Widowed,23527,Central,Yes,No,0,Liberal
2001,46,Male,High School,Retired,Single,53067,South,Yes,Yes,8,Conservative
2002,61,Female,Bachelor's,Employed,Widowed,71538,North,No,No,0,Liberal
2003,41,Male,Master's,Unemployed,Single,130894,North,No,No,7,Liberal
2004,20,Male,Master's,Student,Divorced,89499,East,No,Yes,4,Conservative
2005,37,Male,Bachelor's,Retired,Single,57455,South,No,Yes,7,Independent
2006,63,Female,Bachelor's,Retired,Widowed,122475,Central,No,No,6,Other
2007,32,Male,Master's,Retired,Widowed,40243,North,No,Yes,8,Liberal
2008,42,Male,High School,Unemployed,Divorced,143793,Central,Yes,No,1,Liberal
2009,47,Male,High School,Student,Widowed,52693,South,Yes,No,8,Conservative
2010,31,Male,PhD,Student,Widowed,131371,South,No,Yes,9,Liberal
2011,24,Female,Bachelor's,Retired,Divorced,89231,North,Yes,Yes,4,Conservative
2012,34,Female,PhD,Employed,Single,94648,West,No,No,4,Liberal
2013,61,Male,Bachelor's,Retired,Divorced,52059,Central,Yes,No,0,Independent
2014,37,Male,Master's,Retired,Single,78867,Central,Yes,Yes,5,Independent
2015,53,Male,High School,Employed,Single,92778,East,Yes,No,9,Other
2016,26,Male,High School,Employed,Single,95477,South,Yes,Yes,9,Other
2017,55,Male,Bachelor's,Retired,Married,75283,South,Yes,No,9,Independent
2018,65,Female,Bachelor's,Unemployed,Single,83853,North,Yes,Yes,9,Other
2019,39,Other,High School,Unemployed,Divorced,40001,North,No,Yes,2,Other
2020,19,Other,High School,Employed,Divorced,22700,North,No,Yes,9,Other
2021,41,Female,High School,Retired,Divorced,70157,East,Yes,Yes,2,Independent
2022,25,Female,Master's,Unemployed,Married,38085,West,Yes,No,2,Other
2023,28,Female,Bachelor's,Retired,Widowed,83883,North,Yes,No,3,Conservative
2024,30,Male,High School,Retired,Married,137990,North,Yes,No,8,Other
2025,34,Female,High School,Retired,Divorced,78147,North,Yes,No,7,Conservative
2026,25,Male,High School,Unemployed,Divorced,33339,East,Yes,Yes,11,Other
2027,38,Female,Bachelor's,Student,Widowed,35834,Central,Yes,No,5,Conservative
2028,35,Female,High School,Retired,Married,138054,West,No,No,7,Other
2029,47,Male,Master's,Unemployed,Divorced,96620,Central,Yes,Yes,7,Conservative
2030,35,Male,High School,Student,Single,146378,South,Yes,Yes,0,Other
2031,63,Female,High School,Employed,Single,49543,South,Yes,No,8,Conservative
2032,64,Male,Master's,Unemployed,Divorced,55930,North,No,Yes,0,Independent
2033,48,Female,Master's,Student,Single,61074,Central,No,Yes,10,Liberal
2034,55,Female,High School,Unemployed,Widowed,117438,East,No,No,1,Liberal
2035,49,Female,Master's,Student,Divorced,80673,West,No,No,8,Independent
2036,28,Female,Bachelor's,Student,Married,49044,Central,Yes,No,6,Independent
2037,62,Male,Master's,Unemployed,Divorced,98673,Central,Yes,No,9,Conservative
2038,42,Male,Bachelor's,Employed,Widowed,54905,West,No,Yes,0,Conservative
2039,50,Female,Bachelor's,Retired,Married,74004,Central,No,No,2,Other
2040,55,Female,PhD,Student,Widowed,82761,Central,Yes,No,0,Other
2041,58,Female,High School,Retired,Single,134718,West,Yes,Yes,4,Liberal
2042,25,Male,Bachelor's,Employed,Single,91484,East,No,Yes,3,Liberal
